support,itemsets,length
0.0200344081247572,"['JUMBO BAG WOODLAND ANIMALS', 'DOTCOM POSTAGE']",2
0.023863699428381152,"['WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG']",2
0.022920250846328875,"['WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN']",2
0.02658305122370831,"['CHARLOTTE BAG PINK POLKADOT', 'RED RETROSPOT CHARLOTTE BAG']",2
0.02131083855929852,"['CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN']",2
0.02008990510017204,"['STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT']",2
0.021810311338032077,"['ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE PINK']",2
0.02042288695266108,"['WOODEN STAR CHRISTMAS SCANDINAVIAN', 'WOODEN HEART CHRISTMAS SCANDINAVIAN']",2
0.021643820411787557,"['JUMBO BAG RED RETROSPOT', 'JUMBO BAG SPACEBOY DESIGN']",2
0.02097785670680948,"['PARTY BUNTING', 'WHITE HANGING HEART T-LIGHT HOLDER']",2
0.02020089905100172,"['PARTY BUNTING', 'REGENCY CAKESTAND 3 TIER']",2
0.03196625783894778,"['PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER']",2
0.03024585160108774,"['ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER']",2
0.027304511904101228,"['ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER']",3
0.021255341583883678,"['SET OF 3 CAKE TINS PANTRY DESIGN ', 'SET OF 6 SPICE TINS PANTRY DESIGN']",2
0.028636439314057384,"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG RED RETROSPOT']",2
0.024640657084188913,"['LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI DESIGN ']",2
0.023586214551306953,"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG SUKI DESIGN ']",2
0.027692990732005106,"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG  BLACK SKULL.']",2
0.023752705477551473,"['JUMBO BAG RED RETROSPOT', 'JUMBO BAG SCANDINAVIAN BLUE PAISLEY']",2
0.023919196403795993,"['LUNCH BAG RED RETROSPOT', 'LUNCH BAG APPLE DESIGN']",2
0.023197735723403074,"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG APPLE DESIGN']",2
0.022032299239691435,"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG APPLE DESIGN']",2
0.0200344081247572,"['JUMBO BAG APPLES', 'JUMBO STORAGE BAG SUKI']",2
0.028192463510738664,"['JUMBO BAG APPLES', 'JUMBO BAG RED RETROSPOT']",2
0.02036738997724624,"['JUMBO BAG APPLES', 'JUMBO BAG ALPHABET']",2
0.022032299239691435,"['JUMBO BAG RED RETROSPOT', 'JUMBO BAG ALPHABET']",2
0.025084632887507632,"['PARTY BUNTING', 'SPOTTY BUNTING']",2
0.022420778067595317,"['JUMBO BAG RED RETROSPOT', 'JUMBO BAG VINTAGE LEAF']",2
0.020644874854320438,"['JUMBO BAG APPLES', 'JUMBO BAG PEARS']",2
0.03002386369942838,"['GARDENERS KNEELING PAD CUP OF TEA ', 'GARDENERS KNEELING PAD KEEP CALM ']",2
